8001,0.0
1,0.0
2600,0.0
3399,0.0
1092,0.01
4094,0.01
6212,0.01
3128,0.01
660,0.02
0500,0.03
9420,0.06
1185,0.09
2015,0.17
26,0.2
2837,0.26
7121,0.73
7854,0.9
4634,0.91
7007,1.27
8325,1.32
9308,1.46
6248,1.51
8321,1.8
7006,1.85
4919,1.89
8177,1.94
0034,2.12
4181,2.13
0027,2.24
8223,2.24
4657,2.26
5639,2.33
1344,2.62
8675,2.84
6152,3.41
6398,3.49
6399,3.5
2108,3.61
8389,4.2
6999,4.32
9716,4.42
2347,4.54
6122,5.01
9102,5.28
1097,5.84
237,6.22
6171,6.48
7363,8.16
4629,8.37
2150,8.48
7900,11.21
0219,13.06
8530,13.12
6502,13.28
2991,13.46
3033,13.74
0461,13.94
0644,14.02
2297,15.49
3353,15.97
3122,16.19
2974,17.47
1025,17.76
8503,18.39
8313,18.59
2688,19.13
5255,20.91
1448,24.06
3350,25.26
4047,25.89
0552,26.93
0128,27.74
4857,28.46
9824,29.02
8314,30.29
9330,32.05
1269,33.33
6099,33.95
2524,34.64
0123,35.42
6582,36.53
8544,37.89
2194,38.63
7081,39.74
3974,41.47
9949,43.41
8419,43.74
8311,45.45
9645,49.28
